1000, 5.7641308307647705, 2.96e-07, 1.3526865700000001
2000, 24.850213050842285, 4.4500000000000003e-07, 10.592548749
3000, 56.18968892097473, 4.44e-07, 36.003828166000005
4000, 99.69365692138672, 4.44e-07, 84.737715679
5000, 156.95285439491272, 2.96e-07, 166.202107412
6000, 226.03949546813965, 9.926000000000001e-06, 285.980250614
7000, 306.3956632614136, 1.0963e-05, 455.70314436700005
8000, 398.73990631103516, 8.890000000000001e-07, 677.966272479
9000, 506.7006938457489, 1.4518e-05, 966.57292941
10000, 624.3686378002167, 1.0519e-05, 1324.2376620890002
