1000000, 0.000385481
1001000, 5.540700000000001e-05
1002000, 5.4666e-05
1003000, 5.5111e-05
1004000, 5.5408e-05
1005000, 5.6000000000000006e-05
1006000, 5.3778000000000006e-05
1007000, 5.6296000000000004e-05
1008000, 5.4371000000000005e-05
1009000, 5.4963e-05
1010000, 5.526e-05
1011000, 5.5111e-05
1012000, 5.5408e-05
1013000, 5.5851000000000004e-05
1014000, 5.6593000000000005e-05
1015000, 5.5555000000000006e-05
1016000, 5.7037e-05
1017000, 5.7333e-05
1018000, 0.0004934820000000001
1019000, 5.674e-05
1020000, 5.8666000000000004e-05
1021000, 0.00040088900000000003
1022000, 5.7037e-05
1023000, 5.6000000000000006e-05
1024000, 5.7778e-05
1025000, 5.7185e-05
1026000, 5.7185e-05
1027000, 5.763e-05
1028000, 5.674e-05
1029000, 0.000397778
1030000, 5.5111e-05
1031000, 5.6889000000000004e-05
1032000, 5.7185e-05
1033000, 5.7334000000000004e-05
1034000, 5.8815000000000005e-05
1035000, 0.000399852
1036000, 5.7037e-05
1037000, 5.9852e-05
1038000, 6.0148e-05
1039000, 5.8222000000000006e-05
1040000, 5.4963e-05
1041000, 5.7926e-05
1042000, 5.7185e-05
1043000, 0.00040696300000000004
1044000, 5.9111000000000004e-05
1045000, 5.8667000000000006e-05
1046000, 5.8370000000000005e-05
1047000, 5.8371e-05
1048000, 5.8815000000000005e-05
1049000, 6e-05
1050000, 5.851900000000001e-05
1051000, 5.7926e-05
1052000, 5.8815000000000005e-05
1053000, 5.9111000000000004e-05
1054000, 6.0445e-05
1055000, 5.9407e-05
1056000, 5.8370000000000005e-05
1057000, 5.9111000000000004e-05
1058000, 5.7481e-05
1059000, 5.6889000000000004e-05
1060000, 5.9111000000000004e-05
1061000, 5.7037e-05
1062000, 0.00040696300000000004
1063000, 5.8222000000000006e-05
1064000, 6e-05
1065000, 5.8371e-05
1066000, 5.7778e-05
1067000, 6.029600000000001e-05
1068000, 5.6889000000000004e-05
1069000, 5.8666000000000004e-05
1070000, 5.9704e-05
1071000, 5.8815000000000005e-05
1072000, 6e-05
1073000, 5.8371e-05
1074000, 0.000409778
1075000, 5.7185e-05
1076000, 5.9407e-05
1077000, 5.8075e-05
1078000, 5.9260000000000005e-05
1079000, 5.9704e-05
1080000, 0.000415555
1081000, 5.9259e-05
1082000, 6.029600000000001e-05
1083000, 6.1333e-05
1084000, 6.0592000000000005e-05
1085000, 0.000416888
1086000, 5.8815000000000005e-05
1087000, 5.9556000000000004e-05
1088000, 5.8963000000000005e-05
1089000, 5.9259e-05
1090000, 6.0148e-05
1091000, 5.807400000000001e-05
1092000, 5.9555e-05
1093000, 5.9111000000000004e-05
1094000, 6e-05
1095000, 6e-05
1096000, 6.0593e-05
1097000, 6.0445e-05
1098000, 5.8815000000000005e-05
1099000, 6.0593e-05
